"filename", "language", "YAML", "JSON with Comments", "JavaScript", "TypeScript", "TypeScript JSX", "Markdown", "JSON", "PostCSS", "comment", "blank", "total"
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\common\Textarea\Textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 88, 0, 0, 0, 2, 7, 97
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\common\Textarea\index.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\common\index.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\footer\Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 132, 0, 0, 0, 9, 9, 150
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\forms\BaseForm.tsx", "TypeScript JSX", 0, 0, 0, 0, -94, 0, 0, 0, 2, -12, -104
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\forms\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, -6, 0, 0, 0, 0, 0, -6
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\forms\RegisterForm.tsx", "TypeScript JSX", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\categoryBar\CategoryBar.tsx", "TypeScript JSX", 0, 0, 0, 0, -6, 0, 0, 0, 0, -2, -8
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\mainHeader\HomeCart.tsx", "TypeScript JSX", 0, 0, 0, 0, 25, 0, 0, 0, 0, 5, 30
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\mainHeader\MainHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\navbar\Category.tsx", "TypeScript JSX", 0, 0, 0, 0, -60, 0, 0, 0, 0, 0, -60
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\navbar\CategoryBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 31, 0, 0, 0, 1, 8, 40
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\navbar\NavbarButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\topbar\LogIn.tsx", "TypeScript JSX", 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\topbar\Topbar.tsx", "TypeScript JSX", 0, 0, 0, 0, -6, 0, 0, 0, 0, 0, -6
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\header\topbar\UserMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 84, 0, 0, 0, 1, 7, 92
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\home\CategoryShortcuts.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 1, 7, 52
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\home\CategoryTabSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 98, 0, 0, 0, 2, 15, 115
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\home\ProductCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 72, 0, 0, 0, 7, 13, 92
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\home\ProductSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 54, 0, 0, 0, 1, 8, 63
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\home\SectionHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 2, 3, 32
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\icons\CartIcons.tsx", "TypeScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 4, 24
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\icons\CategoryIcon.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 5, 26
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\components\layout\MaxWidthContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, -5, 0, 0, 0, 0, -1, -6
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\contexts\AuthContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 13, 0, 0, 0, 1, 0, 14
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\hook\useAuthMutation.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 7, 7, 37
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\hooks\useCart.ts", "TypeScript", 0, 0, 0, 75, 0, 0, 0, 0, 38, 24, 137
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\hooks\useCategories.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 2, 7, 29
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\hooks\useOrder.ts", "TypeScript", 0, 0, 0, 58, 0, 0, 0, 0, 16, 19, 93
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\hooks\useWishlist.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 13, 7, 42
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\lib\axios\axios-http-client.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 5
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\lib\category-icon-map.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 6, 3, 22
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\lib\react-query\cart-query-options.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 10, 3, 28
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\lib\react-query\category-query-options.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\lib\react-query\order-query-options.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 29
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\lib\react-query\products-query-options.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\model\cart.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 3, 29
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\model\order.ts", "TypeScript", 0, 0, 0, 100, 0, 0, 0, 0, 11, 18, 129
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\model\paginate-param.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\model\product.ts", "TypeScript", 0, 0, 0, 66, 0, 0, 0, 0, 1, 8, 75
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\providers\reactQuery-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, -3
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\service\auth-storage.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\service\auth.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 1, 4, 15
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\service\cart.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 4, 6, 26
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\service\category.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\service\order.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\service\payment.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 11
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\service\products.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, -5, -1, 0
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\src\service\wishlist.ts", "TypeScript", 0, 0, 0, 7, 0, 0, 0, 0, 6, 2, 15
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\tailwind.config.js", "JavaScript", 0, 0, 54, 0, 0, 0, 0, 0, 3, 1, 58
"c:\Users\kiria\Desktop\fullstack\shopping_mall\frontend\tsconfig.json", "JSON with Comments", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\kiria\Desktop\fullstack\shopping_mall\mocks\src\lib\beauty\beauty.ts", "TypeScript", 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 155
"c:\Users\kiria\Desktop\fullstack\shopping_mall\mocks\src\lib\book\book.ts", "TypeScript", 0, 0, 0, 305, 0, 0, 0, 0, 0, 0, 305
"c:\Users\kiria\Desktop\fullstack\shopping_mall\mocks\src\lib\clothing\clothing.ts", "TypeScript", 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 160
"c:\Users\kiria\Desktop\fullstack\shopping_mall\mocks\src\lib\food\food.ts", "TypeScript", 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 160
"c:\Users\kiria\Desktop\fullstack\shopping_mall\mocks\src\lib\livingProduct\livingProduct.ts", "TypeScript", 0, 0, 0, 155, 0, 0, 0, 0, 0, -1, 154
"c:\Users\kiria\Desktop\fullstack\shopping_mall\mocks\src\lib\shoes\shoes.ts", "TypeScript", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 152
"c:\Users\kiria\Desktop\fullstack\shopping_mall\package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 25531, 0, 0, 1, 25532
"c:\Users\kiria\Desktop\fullstack\shopping_mall\package.json", "JSON", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"c:\Users\kiria\Desktop\fullstack\shopping_mall\shared\src\lib\types\auth\login.ts", "TypeScript", 0, 0, 0, -10, 0, 0, 0, 0, -8, -3, -21
"c:\Users\kiria\Desktop\fullstack\shopping_mall\shared\src\lib\types\auth\register.ts", "TypeScript", 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\kiria\Desktop\fullstack\shopping_mall\shared\src\lib\types\product\categories\sports.ts", "TypeScript", 0, 0, 0, -7, 0, 0, 0, 0, 1, 0, -6
"c:\Users\kiria\Desktop\fullstack\shopping_mall\shared\src\lib\types\product\category.ts", "TypeScript", 0, 0, 0, 33, 0, 0, 0, 0, 1, 2, 36
"c:\Users\kiria\Desktop\fullstack\shopping_mall\shared\src\lib\types\product\index.ts", "TypeScript", 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\kiria\Desktop\fullstack\shopping_mall\shared\src\lib\types\product\product.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 1, 2, 60, 2653, 3701, 1904, 25551, 3, 443, 1316, 35634
